id,person_id,organization_id,start_date,end_date,sources
usti-nad-labem:membership:alena-pinkasova:zastupitelstvo-mesta-usti-nad-labem,usti-nad-labem:person:alena-pinkasova,usti-nad-labem:org:zastupitelstvo-mesta-usti-nad-labem,2022-10-24,,"[{""url"": ""https://www.usti.cz/cz/uredni-portal/sprava-mesta/mesto-jeho-organy/zastupitelstvo-mesta/zapisy-z-jednani-zm.html"", ""note"": ""start/end derived from first/last recorded vote""}]"
usti-nad-labem:membership:bohumil-jezek:zastupitelstvo-mesta-usti-nad-labem,usti-nad-labem:person:bohumil-jezek,usti-nad-labem:org:zastupitelstvo-mesta-usti-nad-labem,2022-10-24,,"[{""url"": ""https://www.usti.cz/cz/uredni-portal/sprava-mesta/mesto-jeho-organy/zastupitelstvo-mesta/zapisy-z-jednani-zm.html"", ""note"": ""start/end derived from first/last recorded vote""}]"
usti-nad-labem:membership:dusan-oslej:zastupitelstvo-mesta-usti-nad-labem,usti-nad-labem:person:dusan-oslej,usti-nad-labem:org:zastupitelstvo-mesta-usti-nad-labem,2022-10-24,,"[{""url"": ""https://www.usti.cz/cz/uredni-portal/sprava-mesta/mesto-jeho-organy/zastupitelstvo-mesta/zapisy-z-jednani-zm.html"", ""note"": ""start/end derived from first/last recorded vote""}]"
usti-nad-labem:membership:eva-fialova:zastupitelstvo-mesta-usti-nad-labem,usti-nad-labem:person:eva-fialova,usti-nad-labem:org:zastupitelstvo-mesta-usti-nad-labem,2022-10-24,,"[{""url"": ""https://www.usti.cz/cz/uredni-portal/sprava-mesta/mesto-jeho-organy/zastupitelstvo-mesta/zapisy-z-jednani-zm.html"", ""note"": ""start/end derived from first/last recorded vote""}]"
usti-nad-labem:membership:eva-novakova:zastupitelstvo-mesta-usti-nad-labem,usti-nad-labem:person:eva-novakova,usti-nad-labem:org:zastupitelstvo-mesta-usti-nad-labem,2022-10-24,,"[{""url"": ""https://www.usti.cz/cz/uredni-portal/sprava-mesta/mesto-jeho-organy/zastupitelstvo-mesta/zapisy-z-jednani-zm.html"", ""note"": ""start/end derived from first/last recorded vote""}]"
usti-nad-labem:membership:jan-bartonicek:zastupitelstvo-mesta-usti-nad-labem,usti-nad-labem:person:jan-bartonicek,usti-nad-labem:org:zastupitelstvo-mesta-usti-nad-labem,2022-10-24,,"[{""url"": ""https://www.usti.cz/cz/uredni-portal/sprava-mesta/mesto-jeho-organy/zastupitelstvo-mesta/zapisy-z-jednani-zm.html"", ""note"": ""start/end derived from first/last recorded vote""}]"
usti-nad-labem:membership:jan-hrouda:zastupitelstvo-mesta-usti-nad-labem,usti-nad-labem:person:jan-hrouda,usti-nad-labem:org:zastupitelstvo-mesta-usti-nad-labem,2022-10-24,,"[{""url"": ""https://www.usti.cz/cz/uredni-portal/sprava-mesta/mesto-jeho-organy/zastupitelstvo-mesta/zapisy-z-jednani-zm.html"", ""note"": ""start/end derived from first/last recorded vote""}]"
usti-nad-labem:membership:jana-kocarkova-maredova:zastupitelstvo-mesta-usti-nad-labem,usti-nad-labem:person:jana-kocarkova-maredova,usti-nad-labem:org:zastupitelstvo-mesta-usti-nad-labem,2022-10-24,,"[{""url"": ""https://www.usti.cz/cz/uredni-portal/sprava-mesta/mesto-jeho-organy/zastupitelstvo-mesta/zapisy-z-jednani-zm.html"", ""note"": ""start/end derived from first/last recorded vote""}]"
usti-nad-labem:membership:jaromir-hula:zastupitelstvo-mesta-usti-nad-labem,usti-nad-labem:person:jaromir-hula,usti-nad-labem:org:zastupitelstvo-mesta-usti-nad-labem,2022-10-24,,"[{""url"": ""https://www.usti.cz/cz/uredni-portal/sprava-mesta/mesto-jeho-organy/zastupitelstvo-mesta/zapisy-z-jednani-zm.html"", ""note"": ""start/end derived from first/last recorded vote""}]"
usti-nad-labem:membership:jaroslav-pem:zastupitelstvo-mesta-usti-nad-labem,usti-nad-labem:person:jaroslav-pem,usti-nad-labem:org:zastupitelstvo-mesta-usti-nad-labem,2022-10-24,,"[{""url"": ""https://www.usti.cz/cz/uredni-portal/sprava-mesta/mesto-jeho-organy/zastupitelstvo-mesta/zapisy-z-jednani-zm.html"", ""note"": ""start/end derived from first/last recorded vote""}]"
usti-nad-labem:membership:jiri-horak:zastupitelstvo-mesta-usti-nad-labem,usti-nad-labem:person:jiri-horak,usti-nad-labem:org:zastupitelstvo-mesta-usti-nad-labem,2022-10-24,,"[{""url"": ""https://www.usti.cz/cz/uredni-portal/sprava-mesta/mesto-jeho-organy/zastupitelstvo-mesta/zapisy-z-jednani-zm.html"", ""note"": ""start/end derived from first/last recorded vote""}]"
usti-nad-labem:membership:jiri-krois:zastupitelstvo-mesta-usti-nad-labem,usti-nad-labem:person:jiri-krois,usti-nad-labem:org:zastupitelstvo-mesta-usti-nad-labem,2022-10-24,,"[{""url"": ""https://www.usti.cz/cz/uredni-portal/sprava-mesta/mesto-jeho-organy/zastupitelstvo-mesta/zapisy-z-jednani-zm.html"", ""note"": ""start/end derived from first/last recorded vote""}]"
usti-nad-labem:membership:jiri-madar:zastupitelstvo-mesta-usti-nad-labem,usti-nad-labem:person:jiri-madar,usti-nad-labem:org:zastupitelstvo-mesta-usti-nad-labem,2022-10-24,,"[{""url"": ""https://www.usti.cz/cz/uredni-portal/sprava-mesta/mesto-jeho-organy/zastupitelstvo-mesta/zapisy-z-jednani-zm.html"", ""note"": ""start/end derived from first/last recorded vote""}]"
usti-nad-labem:membership:jiri-valenta:zastupitelstvo-mesta-usti-nad-labem,usti-nad-labem:person:jiri-valenta,usti-nad-labem:org:zastupitelstvo-mesta-usti-nad-labem,2022-10-24,,"[{""url"": ""https://www.usti.cz/cz/uredni-portal/sprava-mesta/mesto-jeho-organy/zastupitelstvo-mesta/zapisy-z-jednani-zm.html"", ""note"": ""start/end derived from first/last recorded vote""}]"
usti-nad-labem:membership:josef-holub:zastupitelstvo-mesta-usti-nad-labem,usti-nad-labem:person:josef-holub,usti-nad-labem:org:zastupitelstvo-mesta-usti-nad-labem,2022-10-24,,"[{""url"": ""https://www.usti.cz/cz/uredni-portal/sprava-mesta/mesto-jeho-organy/zastupitelstvo-mesta/zapisy-z-jednani-zm.html"", ""note"": ""start/end derived from first/last recorded vote""}]"
usti-nad-labem:membership:karolina-zakovska:zastupitelstvo-mesta-usti-nad-labem,usti-nad-labem:person:karolina-zakovska,usti-nad-labem:org:zastupitelstvo-mesta-usti-nad-labem,2022-10-24,,"[{""url"": ""https://www.usti.cz/cz/uredni-portal/sprava-mesta/mesto-jeho-organy/zastupitelstvo-mesta/zapisy-z-jednani-zm.html"", ""note"": ""start/end derived from first/last recorded vote""}]"
usti-nad-labem:membership:katerina-pejznochova:zastupitelstvo-mesta-usti-nad-labem,usti-nad-labem:person:katerina-pejznochova,usti-nad-labem:org:zastupitelstvo-mesta-usti-nad-labem,2022-10-24,2024-09-25,"[{""url"": ""https://www.usti.cz/cz/uredni-portal/sprava-mesta/mesto-jeho-organy/zastupitelstvo-mesta/zapisy-z-jednani-zm.html"", ""note"": ""start/end derived from first/last recorded vote""}]"
usti-nad-labem:membership:lenka-vonka-cerna:zastupitelstvo-mesta-usti-nad-labem,usti-nad-labem:person:lenka-vonka-cerna,usti-nad-labem:org:zastupitelstvo-mesta-usti-nad-labem,2022-10-24,,"[{""url"": ""https://www.usti.cz/cz/uredni-portal/sprava-mesta/mesto-jeho-organy/zastupitelstvo-mesta/zapisy-z-jednani-zm.html"", ""note"": ""start/end derived from first/last recorded vote""}]"
usti-nad-labem:membership:lukas-blazej:zastupitelstvo-mesta-usti-nad-labem,usti-nad-labem:person:lukas-blazej,usti-nad-labem:org:zastupitelstvo-mesta-usti-nad-labem,2022-10-24,,"[{""url"": ""https://www.usti.cz/cz/uredni-portal/sprava-mesta/mesto-jeho-organy/zastupitelstvo-mesta/zapisy-z-jednani-zm.html"", ""note"": ""start/end derived from first/last recorded vote""}]"
usti-nad-labem:membership:lukas-sinu:zastupitelstvo-mesta-usti-nad-labem,usti-nad-labem:person:lukas-sinu,usti-nad-labem:org:zastupitelstvo-mesta-usti-nad-labem,2022-10-24,,"[{""url"": ""https://www.usti.cz/cz/uredni-portal/sprava-mesta/mesto-jeho-organy/zastupitelstvo-mesta/zapisy-z-jednani-zm.html"", ""note"": ""start/end derived from first/last recorded vote""}]"
usti-nad-labem:membership:marie-capova:zastupitelstvo-mesta-usti-nad-labem,usti-nad-labem:person:marie-capova,usti-nad-labem:org:zastupitelstvo-mesta-usti-nad-labem,2022-10-24,,"[{""url"": ""https://www.usti.cz/cz/uredni-portal/sprava-mesta/mesto-jeho-organy/zastupitelstvo-mesta/zapisy-z-jednani-zm.html"", ""note"": ""start/end derived from first/last recorded vote""}]"
usti-nad-labem:membership:martin-balej:zastupitelstvo-mesta-usti-nad-labem,usti-nad-labem:person:martin-balej,usti-nad-labem:org:zastupitelstvo-mesta-usti-nad-labem,2022-10-24,2024-10-02,"[{""url"": ""https://www.usti.cz/cz/uredni-portal/sprava-mesta/mesto-jeho-organy/zastupitelstvo-mesta/zapisy-z-jednani-zm.html"", ""note"": ""start/end derived from first/last recorded vote""}]"
usti-nad-labem:membership:martin-krsek:zastupitelstvo-mesta-usti-nad-labem,usti-nad-labem:person:martin-krsek,usti-nad-labem:org:zastupitelstvo-mesta-usti-nad-labem,2022-10-24,,"[{""url"": ""https://www.usti.cz/cz/uredni-portal/sprava-mesta/mesto-jeho-organy/zastupitelstvo-mesta/zapisy-z-jednani-zm.html"", ""note"": ""start/end derived from first/last recorded vote""}]"
usti-nad-labem:membership:michal-mohr:zastupitelstvo-mesta-usti-nad-labem,usti-nad-labem:person:michal-mohr,usti-nad-labem:org:zastupitelstvo-mesta-usti-nad-labem,2022-10-24,,"[{""url"": ""https://www.usti.cz/cz/uredni-portal/sprava-mesta/mesto-jeho-organy/zastupitelstvo-mesta/zapisy-z-jednani-zm.html"", ""note"": ""start/end derived from first/last recorded vote""}]"
usti-nad-labem:membership:michal-sidak:zastupitelstvo-mesta-usti-nad-labem,usti-nad-labem:person:michal-sidak,usti-nad-labem:org:zastupitelstvo-mesta-usti-nad-labem,2022-10-24,,"[{""url"": ""https://www.usti.cz/cz/uredni-portal/sprava-mesta/mesto-jeho-organy/zastupitelstvo-mesta/zapisy-z-jednani-zm.html"", ""note"": ""start/end derived from first/last recorded vote""}]"
