id,person_id,organization_id,start_date,end_date,sources
ceske-budejovice:membership:adela-ruiderova:zastupitelstvo-mesta-ceske-budejovice,ceske-budejovice:person:adela-ruiderova,ceske-budejovice:org:zastupitelstvo-mesta-ceske-budejovice,2022-10-24,,"[{""url"": ""https://www.c-budejovice.cz"", ""note"": ""start/end derived from first/last recorded vote""}]"
ceske-budejovice:membership:alice-stierandova:zastupitelstvo-mesta-ceske-budejovice,ceske-budejovice:person:alice-stierandova,ceske-budejovice:org:zastupitelstvo-mesta-ceske-budejovice,2022-10-24,,"[{""url"": ""https://www.c-budejovice.cz"", ""note"": ""start/end derived from first/last recorded vote""}]"
ceske-budejovice:membership:andrea-nadravska:zastupitelstvo-mesta-ceske-budejovice,ceske-budejovice:person:andrea-nadravska,ceske-budejovice:org:zastupitelstvo-mesta-ceske-budejovice,2022-10-24,,"[{""url"": ""https://www.c-budejovice.cz"", ""note"": ""start/end derived from first/last recorded vote""}]"
ceske-budejovice:membership:dagmar-skodova-parmova:zastupitelstvo-mesta-ceske-budejovice,ceske-budejovice:person:dagmar-skodova-parmova,ceske-budejovice:org:zastupitelstvo-mesta-ceske-budejovice,2022-10-24,,"[{""url"": ""https://www.c-budejovice.cz"", ""note"": ""start/end derived from first/last recorded vote""}]"
ceske-budejovice:membership:ivo-moravec:zastupitelstvo-mesta-ceske-budejovice,ceske-budejovice:person:ivo-moravec,ceske-budejovice:org:zastupitelstvo-mesta-ceske-budejovice,2022-10-24,,"[{""url"": ""https://www.c-budejovice.cz"", ""note"": ""start/end derived from first/last recorded vote""}]"
ceske-budejovice:membership:jan-hosek:zastupitelstvo-mesta-ceske-budejovice,ceske-budejovice:person:jan-hosek,ceske-budejovice:org:zastupitelstvo-mesta-ceske-budejovice,2024-11-18,,"[{""url"": ""https://www.c-budejovice.cz"", ""note"": ""start/end derived from first/last recorded vote""}]"
ceske-budejovice:membership:jan-kadlec:zastupitelstvo-mesta-ceske-budejovice,ceske-budejovice:person:jan-kadlec,ceske-budejovice:org:zastupitelstvo-mesta-ceske-budejovice,2022-10-24,,"[{""url"": ""https://www.c-budejovice.cz"", ""note"": ""start/end derived from first/last recorded vote""}]"
ceske-budejovice:membership:jan-krob:zastupitelstvo-mesta-ceske-budejovice,ceske-budejovice:person:jan-krob,ceske-budejovice:org:zastupitelstvo-mesta-ceske-budejovice,2022-10-24,2023-12-11,"[{""url"": ""https://www.c-budejovice.cz"", ""note"": ""start/end derived from first/last recorded vote""}]"
ceske-budejovice:membership:jan-michl:zastupitelstvo-mesta-ceske-budejovice,ceske-budejovice:person:jan-michl,ceske-budejovice:org:zastupitelstvo-mesta-ceske-budejovice,2022-10-24,,"[{""url"": ""https://www.c-budejovice.cz"", ""note"": ""start/end derived from first/last recorded vote""}]"
ceske-budejovice:membership:jan-zahradnik:zastupitelstvo-mesta-ceske-budejovice,ceske-budejovice:person:jan-zahradnik,ceske-budejovice:org:zastupitelstvo-mesta-ceske-budejovice,2022-10-24,,"[{""url"": ""https://www.c-budejovice.cz"", ""note"": ""start/end derived from first/last recorded vote""}]"
ceske-budejovice:membership:jaroslav-berka:zastupitelstvo-mesta-ceske-budejovice,ceske-budejovice:person:jaroslav-berka,ceske-budejovice:org:zastupitelstvo-mesta-ceske-budejovice,2022-10-24,,"[{""url"": ""https://www.c-budejovice.cz"", ""note"": ""start/end derived from first/last recorded vote""}]"
ceske-budejovice:membership:jiri-borovka:zastupitelstvo-mesta-ceske-budejovice,ceske-budejovice:person:jiri-borovka,ceske-budejovice:org:zastupitelstvo-mesta-ceske-budejovice,2022-10-24,,"[{""url"": ""https://www.c-budejovice.cz"", ""note"": ""start/end derived from first/last recorded vote""}]"
ceske-budejovice:membership:jiri-svoboda:zastupitelstvo-mesta-ceske-budejovice,ceske-budejovice:person:jiri-svoboda,ceske-budejovice:org:zastupitelstvo-mesta-ceske-budejovice,2022-10-24,,"[{""url"": ""https://www.c-budejovice.cz"", ""note"": ""start/end derived from first/last recorded vote""}]"
ceske-budejovice:membership:juraj-thoma:zastupitelstvo-mesta-ceske-budejovice,ceske-budejovice:person:juraj-thoma,ceske-budejovice:org:zastupitelstvo-mesta-ceske-budejovice,2022-10-24,,"[{""url"": ""https://www.c-budejovice.cz"", ""note"": ""start/end derived from first/last recorded vote""}]"
